track_name,artist_name,album_name,track_duration,track_popularity,track_release_date,track_explicit,artist_genre,artist_popularity,artist_follower_count,artist_ranking,my_top_songs
Somewhere I Belong,Linkin Park,Meteora,213,77,200303,0,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
Nightmare,From Ashes to New,Blackout (Deluxe),187,34,202406,1,"rap rock, rap metal",60,589096,53,0
"Piano Sonata No. 14 in C minor, K.457: 2. Adagio",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,498,38,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
Love No More,Savage Hands,Love No More,225,49,202105,0,metalcore,45,46573,154,0
"Piano Sonata No. 20 in G Major, Op. 49 No. 2: I. Allegro ma non troppo",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,291,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
have you had enough?,Poppy,Negative Spaces,218,57,202411,1,,67,1582523,49,0
White Lies,Dream State,White Lies,233,45,201701,0,"post-hardcore, metalcore",40,98507,195,0
"Piano Sonata No. 12 in A-Flat Major, Op. 26 ""Funeral March"": III. Marcia funebre sulla morte d'un Eroe",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,331,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Doomed,I Prevail,TRUE POWER (EXPANDED),227,33,202409,0,metalcore,71,1744410,18,0
I Guess I Just Feel Like,John Mayer,Sob Rock,286,68,202107,0,singer-songwriter,79,6181996,16,0
Martyr (Waves),Polaris,The Death of Me,230,55,202002,0,"metalcore, djent, metal, deathcore, post-hardcore",61,375471,29,0
"Piano Sonata No. 2 in F, K.280: 1. Allegro assai",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,268,30,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
Face Everything And Rise,Papa Roach,F.E.A.R.,190,3,201501,0,"nu metal, rap metal, alternative metal, rap rock, rock",76,5850504,61,0
"Piano Sonata No. 2 in F, K.280: 2. Adagio",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,339,29,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
"Piano Sonata No. 14 in C minor, K.457: 1. Molto allegro",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,449,38,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
The Bearer of Bad News,Reliqa,The Bearer of Bad News,206,31,202111,0,,36,27926,64,0
"Piano Sonata No. 16 in G Major, Op. 31 No. 1: III. Rondo. Allegretto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,414,12,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Hurt Feelings,Mac Miller,Swimming,245,69,201808,1,,84,11874730,32,0
"Piano Sonata No. 9 in E Major, Op. 14 No. 1: II. Allegretto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,217,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Meu Jeito de Sentir - Ao Vivo,Gusttavo Lima,Embaixador Acústico (Ao Vivo),222,0,202408,0,"sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró",80,22969649,124,0
"Fantasia in C minor, K.475: Adagio",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,300,40,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
Sober,TOOL,Undertow,306,74,199304,1,"progressive metal, alternative metal, progressive rock, metal",73,4291704,59,0
Smile Back,Mac Miller,Blue Slide Park,162,59,201111,1,,84,11874730,32,0
"Piano Sonata No. 6 in D, K.284 ""Dürnitz"": 1. Allegro",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,297,30,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
Desire,Nicky Romero,Desire,245,45,202310,0,"big room, edm, electro house, progressive house",65,2181794,163,0
I Never Told You What I Do for a Living,My Chemical Romance,Three Cheers for Sweet Revenge,232,62,200406,0,"emo, pop punk",81,9823059,31,0
Start to Fall,Get Scared,"Built for Blame, Laced With Shame - Spotify Exclusive",211,46,201208,0,"emo, metalcore, post-hardcore",58,764241,21,0
"Piano Sonata No. 9 in E Major, Op. 14 No. 1: I. Allegro",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,445,17,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
"Piano Sonata No. 19 in G Minor, Op. 49 No. 1: I. Andante",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,271,13,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
The Heart of Life,John Mayer,Continuum,198,66,200609,0,singer-songwriter,79,6181996,16,0
"Piano Sonata No. 13 in E-Flat Major, Op. 27 No. 1 ""Quasi una fantasia"": IV. Allegro vivace - Tempo I - Presto",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,354,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
NERVOUS,While She Sleeps,SLEEPS SOCIETY,246,42,202104,0,"metalcore, metal, post-hardcore",56,496063,86,0
Choke,I Prevail,TRUE POWER,182,57,202208,1,metalcore,71,1744410,18,0
Your Body Is a Wonderland,John Mayer,Room For Squares,249,77,200108,0,singer-songwriter,79,6181996,16,0
"Piano Sonata No. 3 in B flat, K.281: 1. Allegro",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,262,32,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
True Colors,SLAVES,Beautiful Death,210,61,201802,0,post-hardcore,56,70802,102,0
Salvation,The Red Jumpsuit Apparatus,Am I the Enemy,215,28,201108,0,"pop punk, emo",65,1491980,9,0
F**K You,Sleeping With Sirens,"Punk Goes Pop, Vol. 4",213,54,201111,1,"emo, post-hardcore, screamo",68,2517462,5,0
Hit The Floor,Bullet For My Valentine,The Poison,210,46,200602,0,"metalcore, metal",69,3400427,17,0
The Flower,Reliqa,Secrets of the Future,188,29,202405,0,,36,27926,64,0
SYSTEMATIC,While She Sleeps,SLEEPS SOCIETY,176,50,202104,1,"metalcore, metal, post-hardcore",56,496063,86,0
FiftyFive,Our Promise,FiftyFive,204,51,202407,0,metalcore,48,46419,174,0
Collider,Silent Planet,SUPERBLOOM,221,51,202311,0,"metalcore, djent, deathcore, post-hardcore, metal",53,214112,135,0
All We Know,Paramore,All We Know Is Falling,193,54,200507,0,"pop punk, emo",82,9474638,1,0
Motivation,Sum 41,"All Killer, No Filler",169,61,200101,0,"pop punk, punk, skate punk",73,4223025,25,0
Blood Runs Cold,Rain City Drive,Rain City Drive,192,61,202207,0,"post-hardcore, metalcore",60,339114,55,0
Cannonball,Avril Lavigne,Love Sux,138,44,202202,1,,79,11784397,24,0
Brave New World,STARSET,Brave New World,263,60,202405,1,,67,1073267,167,0
Miracle,Paramore,Riot!,209,49,200706,0,"pop punk, emo",82,9474638,1,0
Afterlife,Avenged Sevenfold,Avenged Sevenfold,352,76,200710,0,"metal, alternative metal",79,11081124,36,0
The Reaper,Dark Divine,Deadly Fun,171,36,202309,1,metalcore,49,58371,51,0
Eternally Yours,Motionless In White,Graveyard Shift,312,64,201705,0,"metalcore, metal, screamo",70,1910079,2,0
Strife,Trivium,Vengeance Falls (Special Edition),269,60,201310,0,"metalcore, metal, heavy metal",63,1673528,67,0
Drown,Get Scared,Best Kind Of Mess,238,43,201001,0,"emo, metalcore, post-hardcore",58,764241,21,0
Riot,Three Days Grace,One-X,207,75,200606,1,"post-grunge, rock",80,6956282,37,0
Sew Me Up,Spiritbox,Rotoscope,211,50,202206,0,"metalcore, djent, metal",69,915026,13,0
The End (feat. BABYMETAL),Lil Uzi Vert,Pink Tape,187,57,202306,0,melodic rap,85,18900158,41,0
People Are Vomit,The Used,MEDZ,172,41,202406,1,"emo, screamo, post-hardcore, pop punk",64,1276098,6,0
Square Hammer,Ghost,Meliora (Deluxe Edition),239,67,201609,0,"metal, hard rock",78,3623964,237,0
Hate to See Your Heart Break,Paramore,Paramore,309,60,201304,0,"pop punk, emo",82,9474638,1,0
sleepwalking,senses,sleepwalking,120,55,202210,0,,48,40704,274,0
Wayfinder,Kingdom Of Giants,Passenger,268,49,202010,0,"metalcore, post-hardcore, djent, deathcore",48,121283,190,0
Forty Six & 2,TOOL,Ænima,363,73,199609,0,"progressive metal, alternative metal, progressive rock, metal",73,4291704,59,0
The Middle,Jimmy Eat World,Bleed American,165,84,200107,0,"emo, pop punk",70,1737059,97,0
Somebody That I Used To Know,Mayday Parade,"Punk Goes Pop, Vol. 5",205,64,201211,0,"pop punk, emo",62,1391943,161,0
Terminal,Reliqa,Secrets of the Future,291,33,202405,0,,36,27926,64,0
Little Lion Man,Tonight Alive,"Punk Goes Pop, Vol. 4",233,54,201111,1,pop punk,48,338130,38,0
Halo,Savage Hands,Rock Bottom,178,50,202304,0,metalcore,45,46573,154,0
7 Minutes in Hell,Chrissy Costanza,7 Minutes in Hell,186,50,202407,0,,59,80448,107,0
"Dear Maria, Count Me In - ATL's Version",All Time Low,The Forever Sessions (Vol. 1),187,49,202408,0,"pop punk, emo, punk",71,3144990,90,0
Oh No,Bring Me The Horizon,That's The Spirit,301,59,201509,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Hurt,Get Scared,Best Kind Of Mess,240,40,201001,1,"emo, metalcore, post-hardcore",58,764241,21,0
If Looks Could Kill,Chrissy Costanza,If Looks Could Kill,188,39,202408,0,,59,80448,107,0
Temple,Tonight Alive,Underworld,209,38,201801,0,pop punk,48,338130,38,0
Your Betrayal,Bullet For My Valentine,Fever,291,71,201004,0,"metalcore, metal",69,3400427,17,0
This Means War,Avenged Sevenfold,Hail to the King,369,68,201308,0,"metal, alternative metal",79,11081124,36,0
Last Hope,Paramore,Paramore,309,63,201304,0,"pop punk, emo",82,9474638,1,0
Tourniquet - Aurora Version,Breaking Benjamin,Aurora,261,38,202001,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Torn in Two - Aurora Version,Breaking Benjamin,Aurora,244,37,202001,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Cirice,Ghost,Meliora,362,62,201501,0,"metal, hard rock",78,3623964,237,0
You Are We,While She Sleeps,You Are We,287,42,201704,1,"metalcore, metal, post-hardcore",56,496063,86,0
Wasteland,10 Years,The Autumn Effect,229,70,200501,0,"post-grunge, alternative metal",59,710585,105,0
Mayday,As December Falls,Join The Club,195,44,202307,0,pop punk,48,104560,113,0
Plain Jane,A$AP Ferg,Still Striving,173,73,201708,1,rap,72,4238097,0,0
We Own The Night,Dance Gavin Dance,Instant Gratification,205,1,201504,0,"post-hardcore, screamo, metalcore, emo, math rock",68,782178,65,0
"If You Think This Song Is About You, It Probably Is",Destroy Rebuild Until God Shows,D.R.U.G.S.,150,49,201102,0,"post-hardcore, screamo, metalcore, emo",44,143850,134,0
Hollow,Breaking Benjamin,Dark Before Dawn,231,55,201506,0,"alternative metal, post-grunge, rock, hard rock",74,5021097,19,0
Fear Of Heights,Drake,For All The Dogs,155,63,202310,1,rap,98,99395931,26,0
King For A Day (feat. Kasey Karlsen of Deadlands),Daisy Grenade,King For A Day (feat. Kasey Karlsen of Deadlands),263,46,202312,0,,46,59195,0,0
Welcome to the Black Parade,My Chemical Romance,The Black Parade,311,82,200610,0,"emo, pop punk",81,9823059,31,0
Abigail,Motionless In White,Creatures,172,52,201010,0,"metalcore, metal, screamo",70,1910079,2,0
lullaby,Against The Current,fever,218,51,202107,0,pop punk,64,532952,12,0
The Antidote,Story Of The Year,The Black Swan,239,51,200804,0,"emo, post-hardcore, screamo, pop punk",58,548468,87,0
I Caught Myself,Paramore,I Caught Myself,235,66,200811,0,"pop punk, emo",82,9474638,1,0
GHOST,Minute After Midnight,GHOST,205,58,202310,0,,42,27668,0,0
Losing Control,Villain of the Story,Divided,208,54,202207,0,metalcore,44,69231,0,0
weapon,Against The Current,weapon,197,44,202103,0,pop punk,64,532952,12,0
Megalomaniac,Incubus,A Crow Left Of The Murder...,294,60,200402,1,"nu metal, funk rock, alternative metal, alternative rock",73,3550427,206,0
All That I Can Give,The Plot In You,Vol. 2,198,61,202405,0,metalcore,66,545636,40,0
Make Me Wanna Die,The Pretty Reckless,Light Me Up,235,59,201001,0,,61,1520624,92,0
F.U.,Avril Lavigne,Love Sux,167,48,202202,1,,79,11784397,24,0
Tourniquet,Evanescence,Fallen,278,68,200303,0,alternative metal,78,5651192,30,0
Steambreather,Mastodon,Emperor of Sand,303,55,201703,0,"progressive metal, sludge metal, stoner metal, metal, groove metal, stoner rock",60,1003360,282,0
Crossfire,Reliqa,Secrets of the Future,220,29,202405,0,,36,27926,64,0
Letting You Go,Bullet For My Valentine,Gravity (Deluxe Edition),223,58,201806,0,"metalcore, metal",69,3400427,17,0
Bodybag,Wind Walkers,What If I Break?,224,63,202311,1,"metalcore, post-hardcore",61,94369,80,0
Without Me,Wind Walkers,Without Me,199,65,201810,1,"metalcore, post-hardcore",61,94369,80,0
Schism,TOOL,Lateralus,403,75,200105,0,"progressive metal, alternative metal, progressive rock, metal",73,4291704,59,0
sTraNgeRs,Bring Me The Horizon,sTraNgeRs,195,63,202207,1,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
SANCTIFY ME,In This Moment,GODMODE,251,49,202310,1,metal,63,1411114,39,0
DNA.,Kendrick Lamar,DAMN.,185,83,201704,1,"hip hop, west coast hip hop",95,42068907,116,0
Signs,Caskets,Ghost Like You,268,49,201904,0,"metalcore, post-hardcore",61,209521,14,0
Make Me Proud,Drake,Take Care (Deluxe),219,70,201111,1,rap,98,99395931,26,0
Ignorance Is Bliss,The Red Jumpsuit Apparatus,4,168,20,201407,0,"pop punk, emo",65,1491980,9,0
Chelsea,Dragged Under,The World Is In Your Way (Deluxe Edition),162,49,202011,0,metalcore,43,64663,117,0
Mess,Get Scared,Best Kind Of Mess,243,39,201001,0,"emo, metalcore, post-hardcore",58,764241,21,0
LOUD (Fuck It),Motionless In White,Graveyard Shift,224,48,201705,1,"metalcore, metal, screamo",70,1910079,2,0
Said & Done,Bad Omens,Finding God Before God Finds Me,204,58,201908,0,metalcore,74,1757840,8,0
Gold Digger,Kanye West,Late Registration,207,82,200508,1,rap,92,30242415,47,0
Bloodshot Eyes,Yours Truly,TOXIC,155,32,202408,0,pop punk,44,92460,60,0
Lollipop,Lil Wayne,Tha Carter III (MTV Bonus Version),299,72,200801,1,"rap, hip hop",90,17251130,137,0
Gravity,Holding Absence,Gravity,262,58,202003,0,"metalcore, post-hardcore, melodic hardcore",56,170202,145,0
Karma Police,Pierce The Veil,Karma Police,268,59,202404,0,"emo, screamo, post-hardcore",77,3583033,4,0
The Emptiness Machine,Linkin Park,The Emptiness Machine,190,83,202409,1,"nu metal, rap metal, rock, alternative metal",91,30373947,23,0
Dance Yrself Clean,LCD Soundsystem,This Is Happening,536,69,201005,0,"alternative dance, new rave",63,1208728,0,0
Can't Take This Away,AVOID,Cult Mentality,162,39,202211,1,metalcore,39,45264,384,0
"Piano Sonata No. 15 in D Major, Op. 28 ""Pastorale"": III. Scherzo. Allegro assai",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,137,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Belief,John Mayer,Continuum,242,58,200609,0,singer-songwriter,79,6181996,16,0
In Too Deep,Future Palace,Distortion,218,34,202409,0,metalcore,47,87625,44,0
Nothing.,Acres,Burning Throne,230,49,202303,0,"melodic hardcore, metalcore, post-hardcore",47,46248,277,0
The Alphabeat,David Guetta,Nothing but the Beat - The Electronic Album,269,31,201108,0,"edm, dance",90,27097287,95,0
Knock Knock,Mac Miller,K.I.D.S.,197,72,201008,1,,84,11874730,32,0
"Born for This - Live at the Congress Theatre, Chicago, IL, 8/12/2008",Paramore,The Final Riot!,346,37,200811,0,"pop punk, emo",82,9474638,1,0
Alone,If Not For Me,Everything You Wanted,189,41,202403,0,metalcore,48,55150,76,0
"Piano Sonata No. 21 in C Major, Op. 53 ""Waldstein"": III. Rondo. Allegretto moderato - Prestissimo",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,594,15,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Orphaned Skies,The Banzai Predicament,Orphaned Skies - Single,206,27,201611,0,,10,3791,0,0
The Best Thing (That Never Happened),We Are The In Crowd,Weird Kids,171,49,201402,1,pop punk,40,189141,443,0
"Piano Sonata No. 18 in D, K.576: 1. Allegro",Wolfgang Amadeus Mozart,Mozart: The Piano Sonatas,300,34,198101,0,"classical, requiem, opera, classical piano, chamber music",77,5798147,188,0
Feel Something (With I Prevail),ILLENIUM,Feel Something (With I Prevail),221,63,202004,0,"melodic bass, future bass, edm",73,1589648,191,0
Hoes Mad,Famous Dex,Dexter's Laboratory,190,47,201601,1,,57,2492435,0,0
Oxygen,Tonight Alive,Limitless,212,16,201603,0,pop punk,48,338130,38,0
Blood On The Walls,Attack Attack!,Blood On The Walls,196,32,202407,0,"metalcore, post-hardcore, screamo",52,274687,104,0
Fix Me,10 Years,Feeding The Wolves (Deluxe Version),215,63,201001,0,"post-grunge, alternative metal",59,710585,105,0
A Box Full of Sharp Objects,The Used,The Used,176,57,200206,1,"emo, screamo, post-hardcore, pop punk",64,1276098,6,0
"You're Gonna Go Far, Kid",The Offspring,"Rise And Fall, Rage And Grace",177,85,200806,1,"punk, skate punk",79,6368433,235,0
Obvious Blasé,The Used,Heartwork,172,29,202004,0,"emo, screamo, post-hardcore, pop punk",64,1276098,6,0
Built to Fall,Trivium,In Waves (Special Edition),188,46,201108,0,"metalcore, metal, heavy metal",63,1673528,67,0
Doomsday,Architects,Holy Hell,247,66,201811,0,"metalcore, djent, mathcore, metal, post-hardcore, deathcore",69,1172189,45,0
"Piano Sonata No. 11 in B-Flat Major, Op. 22: II. Adagio con molto espressione",Ludwig van Beethoven,Beethoven: Complete Piano Sonatas & Concertos,401,14,201001,0,"classical, classical piano, chamber music",73,5626271,10,0
Deadweight,I Prevail,TRAUMA,184,55,201903,1,metalcore,71,1744410,18,0
Half of My Heart,John Mayer,Battle Studies,250,68,200911,0,singer-songwriter,79,6181996,16,0
Electric Cross,Spiritbox,Singles Collection,323,41,201906,0,"metalcore, djent, metal",69,915026,13,0
What It Cost,Bad Omens,THE DEATH OF PEACE OF MIND,103,61,202202,0,metalcore,74,1757840,8,0
Ænema,TOOL,Ænima,399,66,199609,1,"progressive metal, alternative metal, progressive rock, metal",73,4291704,59,0
True Friends,Bring Me The Horizon,That's The Spirit,232,68,201509,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
No Thanks To You,If Not For Me,Everything You Wanted,183,45,202403,0,metalcore,48,55150,76,0
In The End,Black Veil Brides,Wretched And Divine: The Story Of The Wild Ones,228,72,201201,0,"emo, screamo",63,2089188,99,0
Hellcats SRTs 2 (with Lil Durk),Sexyy Red,Hellcats SRTs 2 (with Lil Durk),165,49,202309,1,,79,2136126,224,0
Glitch,Parkway Drive,Darker Still,261,63,202209,1,"metalcore, metal, deathcore",66,1229991,298,0
Lifeline,Bad Wolves,Dear Monsters,193,51,202110,0,metal,66,846106,273,0
YOUtopia,Bring Me The Horizon,POST HUMAN: NeX GEn,242,65,202405,0,"metalcore, emo, screamo, rock, post-hardcore",80,6451295,3,0
Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),208,80,200701,0,,64,811872,534,0
Play Destroy,Poppy,Am I A Girl?,185,53,201810,0,,67,1582523,49,0
For You,Staind,Break the Cycle,206,68,200108,1,"post-grunge, nu metal, alternative metal",72,2825949,494,0
Heartless,Kanye West,808s & Heartbreak,211,86,200811,0,rap,92,30242415,47,0
"Sometimes You're The Hammer, Sometimes You're The Nail",A Day To Remember,Common Courtesy,274,59,201310,0,"metalcore, post-hardcore, pop punk, screamo, emo",72,2488997,27,0
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,I Could Be The One [Avicii vs Nicky Romero],208,66,201201,0,edm,84,23522550,294,0
Fight,Icon For Hire,Scripted,180,35,201101,0,christian rock,51,356148,22,0
Dumpweed,blink-182,Enema Of The State,143,65,199906,1,"pop punk, punk, rock, skate punk, emo",79,9063940,96,0
